N/A,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DD,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,NSE:ACC,NSE:ADANIPORTS,NSE:AMBUJACEM,NSE:ASIANPAINT,NSE:AXISBANK,NSE:BAJAJ-AUTO,NSE:BANKBARODA,NSE:BHARTIARTL,NSE:BHEL,NSE:BOSCHLTD,NSE:BPCL,NSE:CAIRN,NSE:CIPLA,NSE:COALINDIA,NSE:DRREDDY,NSE:GAIL,NSE:GRASIM,NSE:HCLTECH,NSE:HDFC,NSE:HDFCBANK,NSE:HEROMOTOCO,NSE:HINDALCO,NSE:HINDUNILVR,NSE:ICICIBANK,NSE:IDEA,NSE:INDUSINDBK,NSE:INFY,NSE:ITC,NSE:KOTAKBANK,NSE:LT,NSE:LUPIN,NSE:M&M,NSE:MARUTI,NSE:NTPC,NSE:ONGC,NSE:PNB,NSE:POWERGRID,NSE:RELIANCE,NSE:SBIN,NSE:SUNPHARMA,NSE:TATAMOTORS,NSE:TATAPOWER,NSE:TATASTEEL,NSE:TCS,NSE:TECHM,NSE:ULTRACEMCO,NSE:VEDL,NSE:WIPRO,NSE:YESBANK,NSE:ZEEL,Z74.SI,S58.SI,U14.SI,D05.SI,O39.SI,U11.SI,F34.SI,BN4.SI,H78.SI,G13.SI,C07.SI,C31.SI,C6L.SI,Y92.SI,MC0.SI,C09.SI,S63.SI,S51.SI,U96.SI,E5H.SI,C61U.SI,S68.SI,C38U.SI,A17U.SI,T39.SI,CC3.SI,BS6.SI,S59.SI,C52.SI,EB5.SI,S08.SI,T82U.SI,K71U.SI,N03.SI,JOBS,ATV,ACTS,GRO,AMCN,ACH,ATAI,BIDU,CYOU,CPC,STV,DL,CEA,JRJC,LFC,CMM,CHL,CEO,SNP,ZNH,CNTF,CHA,CHU,CISG,CTRP,EJ,GSH,HNP,JASO,NTES,EDU,PTR,SOL,SHI,NCTY,TCM,TSL,VISN,XIN,YZC,YGE
CHL,0.000153731,0.000103789,0.000322908,0.000181796,0.000276148,0.000172529,0.000280245,0.00018147,0.000172786,0.0000988,0.000168279,0.000213463,0.00023017,0.000138737,0.000215283,0.000234636,0.000143615,0.000174162,0.000158013,0.000130817,0.000287871,0.000244102,0.000123582,0.000127198,0.000164712,0.000164644,0.000197701,0.000190778,0.000213448,0.0000914,0.0000297,0.000136831,0.0000471,-0.000118907,-0.000565029,0.0000723,-0.000386982,0.000176996,0.0000954,-0.000035,0.00000585,0.000169625,0.0000759,0.0000465,-0.0000276,0.0000501,0.000119352,0.000117996,0.0000443,0.000076,-0.0000297,0.000159296,0.0000819,0.0000685,0.00010956,-0.0000454,-0.0000741,0.0000732,0.0000488,-0.0000215,0.0000591,-0.00000144,0.0000287,-0.0000594,-0.0000183,0.000094,-0.0000432,-0.000028,-0.0000168,0.0000444,0.000113455,0.0000486,0.00018443,0.00011333,0.000150498,-0.0000039,0.000273,0.00000653,0.0000392,-0.000124251,-0.0000136,0.0000481,-0.0000427,-0.0000117,-0.00000536,0.0000572,0.0000518,-0.0000329,0.000103779,0.0000476,0.000000464,0.0000535,0.000059,0.0000429,0.0000685,0.0000874,0.00000496,0.0000126,0.0000189,0.0000629,0.0000757,0.0000223,0.0000797,0.000143651,-0.0000426,-0.0000189,-0.0000672,0.0000474,-0.00000726,0.000200414,-0.0000324,0.0000288,0.0000251,0.000028,0.000314995,0.0003875,-0.0000918,0.000163251,0.000246266,0.000721871,0.00031512,0.000433645,0.000356667,-0.000543139,0.000324947,0.000306998,0.000749301,0.000425991,0.000459147,0.000275046,0.00089259,0.000548791,0.000599057,0.000833169,0.000520901,0.000794085,0.000772979,0.000241967,0.000681975,0.000543625,0.000256417,0.000434343,0.000201362,0.000514222,0.000136105,0.000651463,0.000219888,0.000687248,0.0000374,-0.000173959,0.000174752,0.000451775,0.000203848,0.0006736,0.00072563
CEO,0.000344358,0.000296133,0.000503205,0.000333781,0.000716651,0.000703039,0.000462592,0.000259314,0.000356976,0.000338799,0.000528165,0.000513808,0.000510134,0.000278335,0.000401708,0.000554546,0.000310434,0.000474503,0.000156446,0.000282499,0.000415664,0.000278876,0.000249137,0.000218994,0.000284235,0.000377853,0.000343677,0.000291293,0.000291418,0.00020451,0.0000892,0.0000937,0.0000474,-0.0000646,0.0000299,-0.0000145,0.0000718,0.000155299,0.000248252,0.0000426,0.000207999,0.000124029,0.0000609,-0.0000366,-0.000059,0.0000755,0.000154365,-0.0000571,0.0000408,0.0000836,-0.0000343,0.000204779,-0.0000247,-0.000143183,0.00013888,0.0000283,-0.000105898,-0.0000919,0.000100933,0.000110897,-0.00000219,-0.000000622,0.0000714,0.0000838,0.000000456,0.000385062,-0.0000353,0.0000923,0.000255921,-0.0000843,0.000217513,0.000151286,0.00041203,0.0000678,0.000145293,0.0000362,0.000364037,-0.000137741,0.000226366,-0.00000588,0.0000121,-0.0000163,0.00000831,-0.0000443,-0.0000694,0.00000133,0.000036,-0.00012087,0.0000434,-0.0000447,-0.000114986,-0.0000372,0.000117109,0.0000314,0.0000738,0.0000581,-0.0000258,-0.000148225,-0.000115933,0.000131622,0.0000455,-0.00000189,0.00002,0.000137522,0.0000177,0.000036,-0.0000905,-0.0000104,-0.0000705,0.000266759,-0.0000397,0.00000825,0.0000558,0.000113481,0.000825637,0.000630841,0.000319811,0.000682908,0.000794205,0.001260591,0.000484017,0.000725047,0.000697458,-0.00076841,0.000771067,0.000902704,0.000661272,0.000984714,0.000867293,0.000157724,0.000548791,0.001732647,0.00115953,0.000817499,0.001133142,0.00067477,0.000667111,0.000118058,0.001447488,0.000713345,0.000641428,0.000760498,0.000705405,0.000738781,0.000560373,0.001310775,0.001307356,0.001194636,0.000295051,0.00017591,0.001157787,0.000816307,0.000668208,0.001420594,0.001355677
SNP,0.000280062,0.000271479,0.000398273,0.000293176,0.000636186,0.000563679,0.000406232,0.000219317,0.000347579,0.000294034,0.000467221,0.000444579,0.00050312,0.000261859,0.000388088,0.000487142,0.000259387,0.000442022,0.000198185,0.000336437,0.000395841,0.000330423,0.000251186,0.000222742,0.000279608,0.000403382,0.000361259,0.000271509,0.000245876,0.000119293,0.00016096,0.000157137,0.0000957,-0.0000535,0.0000618,0.0000655,0.000200517,0.000194762,0.000368892,-0.0000617,0.000152842,0.000123635,0.0000409,-0.00010865,-0.0000491,0.0000108,0.000171967,-0.0000472,0.0000195,0.0000469,-0.0000526,0.000153352,-0.0000696,0.0000841,0.000130297,0.0000452,-0.000084,-0.0000378,0.0000559,0.00010229,0.0000193,0.0000171,0.0000672,-0.000101829,0.0000678,-0.000379482,-0.000129558,-0.0000512,0.000546054,-0.000140196,0.0000925,0.0000976,0.000125531,0.000103149,0.000226377,0.0000673,-0.0000211,-0.000063,0.000187977,0.0000167,0.0000205,0.0000585,0.0000459,0.00000117,-0.0000246,0.0000582,0.000068,0.0000103,0.0000483,-0.0000975,0.0000129,0.0000122,0.0000705,0.000152086,0.0000756,0.0000951,0.0000727,-0.0000361,-0.0000484,0.00014689,0.0000804,-0.0000259,0.0000989,0.000140379,0.0000359,0.0000952,0.0000406,0.0000326,0.0000132,0.000293056,0.0000115,0.0000735,0.0000299,0.0000622,0.000792974,0.000248292,0.000220131,0.000558238,0.00039144,0.001323722,0.000463219,0.000708182,0.000744834,-0.000887988,0.000793623,0.00070193,0.00097303,0.001147743,0.001081304,0.000296094,0.000599057,0.00115953,0.001588822,0.001195313,0.001214601,0.000766053,0.00069295,0.000201365,0.000825821,0.000806999,0.000854327,0.000874803,0.000618066,0.000565948,0.000238422,0.00132308,0.001032633,0.001421427,-0.0000626,0.000177226,0.000833968,0.000947247,0.000704434,0.001355824,0.001069407
ZNH,0.000266788,0.000413544,0.000582735,0.000264356,0.000251896,0.000271281,0.000416364,0.000291129,0.000430495,0.0000341,0.000159001,0.000486342,0.000502308,0.000294,0.000368214,0.000466575,0.000363869,0.000411924,0.000197716,0.000259137,0.000532517,0.000505326,0.000387851,0.000348313,0.000369452,0.000314377,0.000374457,0.000114812,0.000456568,0.000200463,-0.00012007,-0.0000782,-0.00000435,0.000000517,-0.000187484,0.000118629,-0.001096692,0.000223733,0.0000344,-0.000382132,0.000300237,-0.000114231,-0.000114217,-0.0000103,-0.0000528,-0.0001272,0.000100623,-0.000112438,0.0000991,0.000036,-0.000200866,0.0000265,-0.0000712,0.000733862,0.000102973,0.000101905,-0.0000678,0.000177927,0.000108388,0.0000127,-0.000180603,0.000127356,0.000170822,-0.00016416,0.0000467,0.000152908,-0.000195937,-0.0000764,-0.000927354,-0.000289124,0.000209778,-0.000104529,0.0000499,-0.0000654,0.000193047,-0.0000167,-0.000100134,-0.000370791,0.000118296,-0.0000728,-0.0000286,0.000101336,-0.000137708,-0.000125363,-0.000114605,-0.0000283,-0.000169729,0.0000171,0.0000182,-0.000109727,-0.000199532,-0.000161222,-0.00000049,0.0000122,0.000190358,-0.000113265,-0.000033,0.000163022,0.000105273,0.0000411,-0.0000685,-0.0000826,0.000081,0.0000809,-0.000117335,-0.0000231,-0.000345995,0.000164455,-0.000287461,0.000121454,-0.0000493,-0.0000597,0.0000176,0.000174099,0.001023012,-0.000630914,0.000297364,0.00052889,0.000892661,0.001647137,0.000962097,0.001140104,0.000977589,-0.001243731,0.000711493,0.001236169,0.003895649,0.001898722,0.001835962,-0.000150967,0.000833169,0.000817499,0.001195313,0.004685055,0.000931786,0.001229628,0.001124259,0.001077823,0.001225387,0.001020288,0.001400424,0.001188247,0.0000791,0.001415267,0.000809427,0.001195147,-0.0000687,0.002024228,0.000151873,0.000321161,0.000110629,0.000566304,0.000329482,0.002080049,-0.000292376
CNTF,0.000479651,0.000465168,0.000322781,0.000451494,0.001038322,0.000455679,0.000416712,0.000368428,0.000438541,0.000592761,0.000238109,0.000644866,0.00069256,0.00048428,0.00039167,0.000497997,0.000365519,0.000629614,0.000382996,0.000298271,0.000468398,0.000430565,0.000329608,0.000159071,0.0002024,0.000561895,0.000385386,0.000313778,0.000298214,0.000126367,0.000169636,-0.000195977,0.000187288,-0.00272924,-0.00000822,0.000110902,-0.000335284,0.000259649,-0.000297672,-0.000332057,-0.000409841,0.0000739,-0.000173132,-0.000486611,-0.0000631,-0.000245617,0.000129235,0.000139952,-0.000592449,-0.0000876,0.00022489,-0.000609424,-0.000469282,-0.000338074,0.000399158,-0.000344786,-0.0000842,-0.000227592,-0.000102008,-0.000522786,-0.000059,-0.000189365,-0.000214971,-0.000156783,-0.000320452,-0.001433971,-0.000547964,-0.000177696,-0.002359369,-0.000185526,-0.000206378,-0.000687734,-0.00034474,0.000104375,-0.000298707,-0.000359854,-0.000975502,0.000044,-0.000524918,-0.00036594,0.000202724,-0.000122043,0.000131679,0.00019705,0.000128631,0.000284948,0.00023987,0.000026,0.000210328,0.000082,0.0000639,0.0000659,0.000164299,0.000634731,0.000168988,-0.0000856,0.000149239,0.000034,0.000118654,0.000356073,0.000223101,0.000185575,0.000375187,0.000224366,0.000073,0.000150872,-0.000091,0.0000828,0.0000992,0.000490032,0.0000795,0.000166409,0.000130823,0.0000456,0.000692482,0.000701623,-0.000224939,0.001644051,0.001925582,0.001306209,0.000931301,0.000976574,0.000888393,0.000193352,0.001849586,0.00141248,0.000829761,0.002916651,0.000905515,0.000492059,0.000520901,0.001133142,0.001214601,0.000931786,0.008844689,0.000741224,0.000775325,0.000670301,0.001008847,0.001323998,0.000714909,0.001075159,0.001602843,0.000478116,0.000560308,0.001184162,0.002228332,0.001844708,0.001483996,0.000408246,0.002297145,0.001887957,0.001027676,0.001144202,0.00287898
CHA,0.00027075,0.000195801,0.000442843,0.000227546,0.0004398,0.000306368,0.000394927,0.000244234,0.00020656,0.0000859,0.000252252,0.000387588,0.00034306,0.000195347,0.000321726,0.000266812,0.000265549,0.000331898,0.000229941,0.000162702,0.000490647,0.00025965,0.000212636,0.00017525,0.000289755,0.000245191,0.000192685,0.000312356,0.000340459,0.000149233,0.0000112,-0.0000598,0.0000228,-0.000567391,-0.000402757,-0.0000799,0.000132074,0.000159757,-0.0000719,-0.000297099,0.00015452,0.00018751,-0.0000376,0.0000296,-0.000153761,0.0000603,0.000141604,0.000102308,-0.0000364,0.0000192,-0.000204851,0.000062,-0.00000377,0.000264504,0.0000353,0.00000496,-0.0000736,0.0000282,-0.0000141,-0.000109823,-0.0000853,-0.000126839,0.0000501,0.0000321,-0.00000646,-0.0000199,-0.000108953,-0.00000205,0.000291149,-0.000202329,0.000051,-0.0000621,0.000263068,0.0000667,0.000250935,0.000023,0.000201632,-0.0000827,0.0000973,-0.00023046,0.0000483,0.0000853,0.0000653,0.000058,0.000021,0.000171818,0.0000948,0.000000942,0.000196718,0.0000921,0.000187574,0.000153601,0.000102486,0.000102276,0.00020901,0.000165651,0.0000504,0.0000359,0.0000717,0.000214941,0.000116667,0.0000856,0.0000469,0.000156389,0.0000354,0.0000368,-0.0000606,0.000116149,-0.0000613,0.000186306,0.0000206,0.0000397,0.0000757,-0.00000824,0.000458157,0.000390689,-0.000191594,0.000281416,0.00047658,0.000941001,0.000288414,0.000543288,0.000568831,-0.000750656,0.000274971,0.000338287,0.00091178,0.00084506,0.000786334,0.00047038,0.000794085,0.00067477,0.000766053,0.001229628,0.000741224,0.001713053,0.001262773,0.000375368,0.000700137,0.000516902,0.000428432,0.000732063,0.000192967,0.000615926,0.000164682,0.000817046,0.000438043,0.000728225,0.000321693,0.00000712,0.000218668,0.000765467,0.000259252,0.001060173,0.000656571
CHU,0.000152969,0.000174553,0.000291013,0.000149894,0.000380308,0.000241262,0.000247466,0.000192637,0.000247145,0.0000655,0.000211039,0.000246472,0.000242593,0.000150632,0.00027486,0.000296222,0.000181464,0.000207064,0.0000908,0.000100585,0.00032462,0.00021587,0.000158961,0.000120398,0.000205005,0.000175593,0.00017215,0.00027072,0.000275945,0.0000807,0.000120902,0.000233008,0.000167288,-0.000232336,-0.000282514,0.00010483,-0.000454515,0.000224646,0.0000438,-0.0000391,0.000149857,0.000190205,0.000102249,0.000103442,-0.0000684,0.00028792,0.000139571,0.0000418,0.0000745,0.000096,-0.0000713,0.000143972,0.00000635,-0.0000647,0.000134357,0.0000491,-0.000099,0.000167672,0.0000588,-0.00000539,-0.0000159,0.00000483,0.000170394,0.000132103,-0.0000281,0.000492737,-0.0000589,0.0000805,0.000332372,-0.0000553,0.000242693,0.000118642,0.000290631,0.0000819,0.000319161,0.000089,0.000451044,-0.0000512,0.00015515,-0.000130429,-0.0000337,0.0000726,-0.0000102,-0.00000881,-0.00000075,0.000131242,0.0000464,0.0000352,0.0000947,0.0000719,0.000158025,0.0000933,0.0000596,-0.0000429,0.0000521,0.00011512,0.0000125,0.0000585,0.0000127,0.0000749,0.0000597,0.0000822,0.0000105,0.000112103,-0.0000114,0.0000102,-0.00013439,0.0000693,-0.0000445,0.000203219,-0.000116715,0.0000205,0.0000472,0.0000701,0.000441529,0.000339414,-0.000195521,0.000259867,0.000630643,0.000945629,0.000425296,0.000482015,0.000852162,0.00037046,0.000331458,0.000507068,0.000895176,0.000757503,0.000739766,0.000301487,0.000772979,0.000667111,0.00069295,0.001124259,0.000775325,0.001262773,0.001704997,0.000432635,0.000702883,0.000609933,0.000416769,0.00076868,0.000237578,0.000590843,0.00014599,0.000735955,0.00047732,0.000775827,0.000240668,-0.0000624,0.00036756,0.000552031,0.000363904,0.000919586,0.000742489
CISG,0.0000529,0.000208602,-0.0000722,0.0000887,-0.0000686,0.0000474,0.000277063,0.0000896,0.000159124,0.0000835,-0.0000548,0.0000272,0.0000927,0.000165842,0.0000792,0.000151036,0.000117247,0.000128614,0.0000891,0.000172086,0.000315118,0.000226813,0.0000503,0.0000563,0.000185634,0.000074,-0.0000447,0.000075,0.000266367,0.0000427,0.000523616,0.000332771,0.000508118,0.000302534,0.000260613,0.000403536,-0.00130627,0.000207798,-0.000207939,0.000377425,0.000390279,0.0000655,0.000232472,-0.0000783,0.000111679,-0.0000622,0.000335225,-0.0000746,-0.0000399,0.0000665,0.000205482,0.000210832,0.000283508,-0.0000152,0.0000231,0.0000878,-0.000355477,0.000333908,0.0000642,0.000187754,0.0000237,0.000191249,0.000355358,0.000135514,0.000334882,0.000820439,0.0000832,0.000116296,0.000927045,0.000328095,0.000262402,0.000192715,0.000276696,-0.000190564,0.000236132,0.000575884,0.000169345,0.00000483,0.00010658,-0.000124706,-0.000137231,0.00011344,-0.000039,-0.000181514,-0.000169845,-0.000216485,-0.0000929,-0.0000993,-0.0000658,-0.0000615,-0.000182866,-0.000166928,-0.000113655,0.0000132,-0.000107516,-0.000134717,-0.0000458,0.0000103,-0.000105752,0.000194139,-0.000211138,-0.000161272,-0.000209024,-0.000163418,-0.0000513,-0.0000805,-0.000240105,-0.0000688,-0.000223417,0.0000333,-0.000197973,-0.0000517,-0.000218741,-0.000176408,0.000257041,-0.000446962,0.0000818,0.000931266,-0.000392159,0.000320248,0.000536428,0.000345309,0.000806358,-0.000903702,-0.0000837,0.001056062,0.000915004,0.00161917,0.000177346,-0.000823924,0.000241967,0.000118058,0.000201365,0.001077823,0.000670301,0.000375368,0.000432635,0.004337896,0.000208277,0.001071498,0.000260996,0.000264513,0.000709392,0.000258312,0.000201859,0.000165727,-0.000176324,0.000440811,0.000033,-0.000143949,0.000509917,-0.0000562,0.000199032,0.00024307,0.000791484
CTRP,0.000361217,0.000301875,0.000988017,0.00047023,0.000561945,0.000370967,0.000362445,0.000170607,0.000449524,0.00016431,0.000113102,0.000400522,0.000554652,0.000408633,0.000338835,0.00063228,0.000246215,0.000389342,0.000170015,0.000239906,0.000623501,0.00059662,0.000152103,0.000194154,0.000225699,0.000289051,0.00052553,0.000309193,0.000333046,0.000192965,0.000201667,0.000189711,0.0000096,-0.002200387,0.00036822,-0.00000465,-0.0000718,0.0002849,0.000220886,-0.0000387,0.00033087,0.000134168,-0.000147587,0.0000837,-0.000111457,0.0001664,0.000217831,-0.000129042,0.00014866,0.000102444,0.000233598,0.000533186,0.0000497,0.000233796,0.000322115,-0.000000781,-0.0000226,-0.0000361,0.000160709,-0.0000283,0.000333022,-0.000131354,0.000203639,-0.000132772,-0.0002006,0.001846111,0.0000821,0.0000355,0.00103073,-0.000120068,0.000354696,0.000402704,0.000580635,0.000266447,-0.000279113,0.0000555,-0.0000439,-0.0000183,0.0000627,0.000255349,0.000111893,0.0000708,-0.0000482,-0.0000278,0.0000156,0.0000196,0.00000158,-0.000167476,-0.0000111,-0.0000691,0.0000479,-0.0000479,0.0000678,0.000102268,0.0000103,-0.00019135,-0.0000389,-0.000144843,-0.00017772,0.0000804,0.0000294,0.0000622,0.0000285,0.000105361,0.0000134,-0.0000239,0.0000818,-0.000119123,0.000038,0.000428145,-0.0000287,0.0000595,0.0000976,0.000000499,0.000540617,0.004288621,0.000280634,0.001060351,0.001026955,0.001235765,0.001293779,0.001923471,0.000761905,-0.001140084,0.000516425,0.001237045,0.001151865,0.001075805,0.00064409,0.001614227,0.000681975,0.001447488,0.000825821,0.001225387,0.001008847,0.000700137,0.000702883,0.000208277,0.007757792,0.000745674,0.000817994,0.000776012,0.000954244,0.001443098,0.000901397,0.00090273,0.001338311,0.00129311,-0.0000412,-0.000187464,0.001486974,0.001370381,0.00093735,0.001081679,0.000957015
EJ,0.0000996,0.00026382,0.000367546,0.000307217,0.000345889,0.00012001,-0.0000197,-0.0000363,0.000268732,0.000166441,0.000171344,0.000283372,0.000497123,0.000204271,0.000136023,0.000397803,0.0000719,0.00043025,0.00000244,0.0000527,0.0000745,0.000390711,0.00012817,-0.0000202,0.000015,0.000205283,-0.0000759,-0.0000298,0.000352545,0.0000249,0.000340567,0.000173442,0.000128784,-0.000533137,0.0000914,0.000359525,0.0000825,0.0001193,0.000408278,-0.000100254,0.000437434,0.000393818,0.000142605,-0.0000921,0.000261141,0.000057,0.000174888,-0.0000975,0.000259096,0.00020434,0.000170504,0.000264937,0.000156145,0.000444287,0.0000355,0.000320979,0.0000203,0.00040227,0.000409384,0.000155816,0.000185079,0.000389571,0.0000562,-0.000253469,0.000566728,0.000701877,-0.000157982,0.0000562,0.000404101,0.000179421,0.000454711,-0.0000396,0.000583741,-0.0000224,0.00037722,0.000339419,-0.000181652,0.0000717,0.000169864,-0.000126364,0.0000473,0.000190804,0.0000423,0.0000854,-0.0000254,0.000148972,0.0000738,0.000107242,0.000057,-0.0000385,-0.000101105,-0.0000114,-0.00000283,0.000418001,0.0003533,0.0000706,0.0000676,0.0000793,-0.0000177,-0.00018493,0.0000061,-0.0000628,0.0000893,-0.0000823,0.0000385,0.000104615,-0.000311196,0.00000546,0.000064,0.000214402,0.000302189,-0.000144549,-0.000112794,-0.000137757,0.001142276,0.000957513,0.0000596,0.000808027,0.001074251,0.001202524,0.000724689,0.00104952,0.000987048,0.0000208,0.000740128,0.002016055,0.001076344,0.001809606,0.000787553,0.000256325,0.000543625,0.000713345,0.000806999,0.001020288,0.001323998,0.000516902,0.000609933,0.001071498,0.000745674,0.005151399,0.000577785,0.000295247,0.001430533,0.000925962,0.0007324,0.000645823,0.001176331,0.001286969,0.000661773,0.0000276,0.001561667,0.00113934,0.00125913,0.001122511,0.002282457
GSH,0.000256703,0.000247467,0.000171687,0.000228959,0.000265878,0.000281062,0.000314359,0.000189166,0.000306946,0.00032396,0.000272618,0.000292107,0.000272014,0.000105403,0.000231109,0.000327479,0.000177705,0.000288601,0.0000433,0.000197544,0.000303471,0.000174811,0.000184871,0.000161366,0.000227345,0.000304325,0.000120019,0.000151155,0.000132609,0.0000806,-0.000043,-0.0000397,-0.0000826,-0.000253986,0.000019,-0.0000525,0.000458636,-0.0000514,0.000201601,-0.000114932,0.000221366,-0.0000957,-0.000100335,-0.000273288,-0.0000555,-0.0000668,0.0000455,0.0000218,-0.000133796,-0.00000685,0.0000156,-0.000189922,-0.000245545,0.000733746,-0.0000304,0.0000778,-0.0000221,-0.0000867,0.0000139,-0.000166085,0.0000948,0.0000785,-0.0000598,0.0000293,-0.00000821,-0.000355589,-0.000170922,-0.000144561,0.000689002,-0.000161721,0.000187366,-0.0000871,0.0000738,0.0000316,0.000348549,-0.000024,-0.000205022,-0.0000625,0.0000814,-0.0000657,-0.0000578,0.000121542,0.000065,0.00000233,-0.000113398,0.0000423,-0.0000169,0.0000299,-0.0000481,-0.00011306,-0.0000606,0.00000705,0.0000882,-0.000132394,0.000155023,0.0000743,-0.0000248,-0.0000994,0.0000232,-0.000114738,0.000000303,-0.0000487,0.0000331,0.000122438,-0.0000195,0.000106125,0.000143578,0.000143777,-0.000115199,0.00027243,-0.0000199,0.00000583,-0.0000618,0.0000984,0.000693013,0.000316191,0.00033588,0.000333176,0.000887158,0.000959033,0.000369739,0.000629227,0.000824787,-0.001709354,0.000555319,0.000696843,0.001215204,0.000937697,0.000878122,0.000541077,0.000256417,0.000641428,0.000854327,0.001400424,0.000714909,0.000428432,0.000416769,0.000260996,0.000817994,0.000577785,0.00259109,0.000763781,0.000223762,0.000656764,0.000126342,0.000796607,0.001046534,0.000873836,-0.000124464,0.000107296,0.000688521,0.000828183,0.000253811,0.001040954,0.000863413
HNP,0.000230839,0.000158024,0.000365487,0.00025533,0.000474691,0.000270761,0.000373104,0.000206362,0.000275709,0.000126489,0.000187247,0.00028098,0.000243928,0.000270733,0.00037707,0.000297913,0.000249281,0.000165071,0.000138381,0.0000222,0.000509215,0.000308963,0.000093,0.000162564,0.000197379,0.000321942,0.000291291,0.000248488,0.00025187,0.000151988,0.00017582,0.000441583,0.000141446,-0.000879624,0.000035,0.000085,0.000327253,0.000105218,-0.000000564,-0.00025706,0.00000609,-0.000155918,0.000179887,-0.000259088,0.000122412,0.00000609,0.0000778,0.000150867,-0.000107274,-0.0000432,0.000133738,-0.0000081,0.000035,0.0000376,0.0000214,-0.00013501,0.000124852,0.000143099,0.00000595,0.0000427,0.000105189,-0.0000339,-0.0000261,-0.00000853,-0.0000188,-0.000305857,-0.000210442,0.0000788,0.00070978,0.0000274,0.0000697,0.0000262,-0.000145342,0.000120074,0.000366312,0.00013644,-0.0000447,0.0000688,-0.000066,-0.000008,-0.0000078,0.0000315,0.0000531,-0.0000958,-0.0000275,0.0000196,0.000116165,-0.00000504,-0.000125229,-0.0000341,-0.000053,-0.000204869,-5.57E-08,0.0000308,0.0000201,-0.000108396,0.0000197,0.000107709,-0.000165979,0.000162905,-0.0000752,-0.000045,-0.0000764,0.0000109,0.0000925,-0.0000969,0.0000342,-0.0000897,-0.0000596,0.000398254,-0.000038,-0.0000493,-0.0000486,0.0000152,0.000698571,-0.00067518,0.0000354,0.000315969,0.001118347,0.000896335,0.000562676,0.000516713,0.000669185,-0.0000315,0.000595413,0.000567521,0.001236147,0.001011578,0.001010994,-0.000862567,0.000434343,0.000760498,0.000874803,0.001188247,0.001075159,0.000732063,0.00076868,0.000264513,0.000776012,0.000295247,0.000763781,0.002642979,-0.000189179,0.00047342,0.000249253,0.000920228,0.000321784,0.001122837,0.0000665,0.000333032,0.000316297,0.001062418,0.000745783,0.001008368,0.000372272
