N/A,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DIS,DD,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UTX,UNH,VZ,V,WMT,NSE:ACC,NSE:ADANIPORTS,NSE:AMBUJACEM,NSE:ASIANPAINT,NSE:AXISBANK,NSE:BAJAJ-AUTO,NSE:BANKBARODA,NSE:BHARTIARTL,NSE:BHEL,NSE:BOSCHLTD,NSE:BPCL,NSE:CAIRN,NSE:CIPLA,NSE:COALINDIA,NSE:DRREDDY,NSE:GAIL,NSE:GRASIM,NSE:HCLTECH,NSE:HDFC,NSE:HDFCBANK,NSE:HEROMOTOCO,NSE:HINDALCO,NSE:HINDUNILVR,NSE:ICICIBANK,NSE:IDEA,NSE:INDUSINDBK,NSE:INFY,NSE:ITC,NSE:KOTAKBANK,NSE:LT,NSE:LUPIN,NSE:M&M,NSE:MARUTI,NSE:NTPC,NSE:ONGC,NSE:PNB,NSE:POWERGRID,NSE:RELIANCE,NSE:SBIN,NSE:SUNPHARMA,NSE:TATAMOTORS,NSE:TATAPOWER,NSE:TATASTEEL,NSE:TCS,NSE:TECHM,NSE:ULTRACEMCO,NSE:VEDL,NSE:WIPRO,NSE:YESBANK,NSE:ZEEL,Z74.SI,S58.SI,U14.SI,D05.SI,O39.SI,U11.SI,F34.SI,BN4.SI,H78.SI,G13.SI,C07.SI,C31.SI,C6L.SI,Y92.SI,MC0.SI,C09.SI,S63.SI,S51.SI,U96.SI,E5H.SI,C61U.SI,S68.SI,C38U.SI,A17U.SI,T39.SI,CC3.SI,BS6.SI,S59.SI,C52.SI,EB5.SI,S08.SI,T82U.SI,K71U.SI,N03.SI,JOBS,ATV,ACTS,GRO,AMCN,ACH,ATAI,BIDU,CYOU,CPC,STV,DL,CEA,JRJC,LFC,CMM,CHL,CEO,SNP,ZNH,CNTF,CHA,CHU,CISG,CTRP,EJ,GSH,HNP,JASO,NTES,EDU,PTR,SOL,SHI,NCTY,TCM,TSL,VISN,XIN,YZC,YGE
GRO,0.000146362,0.000259795,0.0000347,0.000283701,0.0001748,0.000240613,0.000256185,0.000117487,0.0000946,0.000149873,0.0000839,0.000252357,0.000393391,0.0001667,0.000120923,0.000292769,0.000177478,0.000461106,0.000225125,0.000208819,0.000304592,0.000276562,0.000178855,-0.00000111,0.000126404,0.000200226,0.000174079,0.000105693,0.000273187,0.0000779,0.0000166,-0.0000245,-0.0000409,-0.0000739,-0.000890589,-0.00000768,-0.000352264,0.000215739,0.000208635,-0.000140959,0.0000439,-0.000133192,-0.000100255,-0.000109106,0.000355506,-0.000135648,0.0000941,-0.0000349,0.000103893,0.000176497,0.0000448,-0.0000992,-0.000219899,-0.000526076,0.00040468,0.0000777,-0.000119371,0.00006,-0.0000344,0.000207144,0.0000896,-0.000110985,0.0000319,-0.000176549,0.000149246,-0.000744065,-0.00029436,0.000128208,0.000470245,0.00000758,-0.0000176,-0.0000594,0.00017941,0.0000439,-0.000127178,0.0000426,-0.000318458,-0.0000157,-0.000211271,-0.00010976,0.0000678,0.0000974,0.0000638,-0.0000913,-0.00000172,-0.0000916,-0.0000323,-0.0000131,0.0000118,-0.000222004,-0.000161586,0.0000749,0.00000654,0.000204936,0.00000921,-0.000129412,-0.000217291,0.000177268,0.0000746,0.00041041,-0.00000477,0.0000216,0.0000416,0.0000674,0.000065,0.000128505,-0.000127174,-0.00008,-0.0000408,0.000228562,-0.000138378,0.0000244,-0.0000516,0.0000947,0.000552648,0.001045384,0.000475384,0.004525032,0.000516524,0.000641259,0.00039437,0.000444131,0.000567531,-0.001218724,0.000233807,0.001194938,0.000323848,0.000253385,0.000260393,0.000506035,0.000163251,0.000682908,0.000558238,0.00052889,0.001644051,0.000281416,0.000259867,0.000931266,0.001060351,0.000808027,0.000333176,0.000315969,0.000802948,0.00052681,0.000183458,0.000562486,0.001663639,0.000772945,0.000631807,0.000256655,0.001171223,0.001789299,0.00031899,0.000559467,0.001526895
AMCN,-0.0000119,-0.0000755,0.000195151,-0.0000365,0.000337338,0.0000961,0.000150918,0.000118065,-0.0000523,-0.0000594,0.0000352,0.000368873,0.000251403,0.00000775,0.000109647,0.000280327,-0.0000627,0.000250413,-0.0000473,-0.000259439,0.0000707,0.0000918,0.0000588,-0.0000965,-0.000111658,0.000173538,0.00021478,-0.000166636,0.00022694,-0.0000582,-0.000378395,-0.000145201,-0.000361917,-0.000162064,0.000262678,-0.000196896,0.000179019,-0.000599544,-0.000243649,-0.000855319,-0.000295005,-0.000220389,0.0000909,-0.000285635,-0.0000852,-0.0000816,-0.000302229,-0.000213495,-0.000351277,-0.000118579,-0.00019769,-0.000365772,-0.000376791,-0.001696452,-0.000448562,-0.000136024,0.0000983,-0.000332852,-0.000181446,-0.000425795,-0.0000111,0.0000321,-0.00010188,-0.000369869,-0.000193634,0.000638366,-0.000252199,-0.0000125,-0.000395781,-0.000310952,-0.0000163,-0.000504778,-0.000266236,0.0000832,-0.00000723,-0.000311254,-0.000465785,-0.000204425,-0.0000714,-0.000319081,0.000200434,0.0000742,0.00000315,0.000188332,0.0000143,0.000182746,0.0000337,0.000196913,0.000169949,-0.000130804,-0.00000247,-0.00018091,0.0000322,0.0000936,0.000100055,0.0000725,-0.0000687,0.000137807,0.0000707,-0.0000164,0.00000826,0.0000185,0.0000828,0.000135135,0.000147369,0.000117547,0.0000918,-0.0000166,-0.000115048,0.000108966,-0.000244011,-0.000226695,-0.000123981,-0.0000942,0.000694531,-0.000498099,0.000372034,0.000516524,0.007809848,0.000887895,0.000998492,0.000921538,0.000975037,-0.002081376,0.001669621,0.001263988,0.00090626,0.001457343,0.000966615,0.000400213,0.000246266,0.000794205,0.00039144,0.000892661,0.001925582,0.00047658,0.000630643,-0.000392159,0.001026955,0.001074251,0.000887158,0.001118347,0.000558071,0.000539784,-0.0000214,0.000657842,0.000908069,0.000593702,0.000773189,-0.0000985,0.001414069,0.002652174,0.000421188,0.000679485,0.001065468
ACH,0.000297328,0.00027403,0.000582749,0.000234294,0.000649985,0.000493034,0.000397493,0.000141967,0.000348944,0.000297994,0.000420746,0.000462026,0.000511449,0.000251381,0.000401129,0.000617484,0.000199409,0.000379948,0.0000606,0.000405119,0.000430604,0.000353886,0.000203467,0.000217491,0.000228018,0.000441186,0.000355418,0.000173836,0.000282947,0.000242228,0.00000184,0.000198507,-0.000137798,0.000421963,-0.000460426,0.0000578,-0.000895644,0.000224736,0.000240062,-0.00014164,0.0000742,0.000334384,-0.0000721,0.00000677,0.000127714,-0.00000477,0.0000444,-0.00000862,0.0000792,0.0000962,-0.0000141,0.00025013,-0.000122027,0.000667335,0.000151509,0.0000861,-0.0000725,0.00000123,-0.00000472,0.0000256,0.000228583,-0.0000623,-0.000134252,-0.000106283,0.0000317,-0.000301106,-0.00005,-0.0000449,-0.0000598,-0.000024,0.000418614,-0.0000545,0.000499772,0.0000798,-0.00019532,0.00000462,0.000341791,-0.000218269,0.000173599,0.0000367,0.0000179,0.0000721,0.0000393,-0.0000193,-0.00000976,0.000126844,0.000162451,0.0000903,0.00010442,-0.00000955,0.000105921,0.0000937,0.000129294,0.000197384,0.000161181,0.000236906,0.000146368,-0.0000383,-0.0000102,0.000139574,0.0000536,0.0000582,0.0000787,0.0000528,0.0000244,0.0000693,-0.0000127,0.0000781,0.0000652,0.000424916,-0.0000984,0.0000244,0.000132059,0.000157999,0.000831345,0.000107824,0.000298393,0.000641259,0.000887895,0.003034614,0.000556949,0.001032481,0.001183554,0.000597467,0.000955492,0.000905934,0.001347627,0.001312174,0.001207842,-0.000047,0.000721871,0.001260591,0.001323722,0.001647137,0.001306209,0.000941001,0.000945629,0.000320248,0.001235765,0.001202524,0.000959033,0.000896335,0.000987933,0.000713905,0.000449184,0.001462859,0.001201567,0.001999858,0.0000907,0.0000962,0.001380265,0.001007552,0.000655833,0.002175665,0.001243791
ATAI,0.000238251,0.000238781,0.000211134,0.000396587,0.000249762,0.000235795,0.0000835,0.000118704,0.000210083,0.000412204,0.0000905,0.000337001,0.000288181,0.000271255,0.000187451,0.000237721,0.0000911,0.000224207,0.000145322,0.0000196,0.000173651,0.000225049,-0.000027,0.00015411,0.0000654,0.000354709,0.000197045,0.000154411,0.000187001,0.000127721,0.00030081,-0.000276431,-0.0000501,-0.000276001,-0.000604236,0.0000584,0.000419489,-0.000261005,0.000115737,-0.000117739,0.0000978,-0.000275916,0.000152977,0.0000321,-0.000231177,-0.0000627,0.000160778,-0.000101895,-0.000273502,-0.0000878,-0.000147356,-0.000248936,0.000151559,-0.000034,-0.000199458,-0.00013213,-0.00039669,0.000160916,-0.0000603,-0.0000901,-0.0000227,-0.0000334,0.0000384,-0.000168677,-0.000134688,0.00158003,0.0000127,0.0000456,-0.000674303,-0.000259199,-0.000255046,0.0000267,-0.000163418,-0.000204943,-0.000028,0.000110032,-0.000324195,-0.000298847,-0.000476449,-0.000265144,0.0000313,-0.000107253,-0.000043,-0.000106361,-0.0000469,-0.0000583,-0.0000377,-0.00016164,0.000153983,-0.0000273,0.000186327,0.000106166,-0.000143947,0.0000714,0.000186692,-0.0000819,-0.0000379,-0.000155423,-0.000117364,0.000205682,0.000124577,-0.0000899,0.0000967,0.0000486,-0.0000461,-0.0000244,-0.0000916,-0.000148001,-0.00013338,0.000155335,-0.0000708,-0.0000815,0.000175466,0.000105051,0.000224634,-0.000826336,0.000121196,0.00039437,0.000998492,0.000556949,0.004316286,0.001005903,0.000969977,-0.002271424,0.000370693,0.001124617,0.000835118,0.00104217,0.000449633,-0.000547629,0.00031512,0.000484017,0.000463219,0.000962097,0.000931301,0.000288414,0.000425296,0.000536428,0.001293779,0.000724689,0.000369739,0.000562676,0.000786588,0.000563046,0.000552401,0.000441355,0.000659442,0.000594756,0.001036693,-0.000234739,0.001222527,0.000204603,0.0002261,0.00076288,0.001192425
BIDU,0.000284394,0.000272362,0.000583904,0.000305988,0.000375822,0.000366711,0.000389975,0.0000774,0.000414102,0.000374533,0.000247088,0.00036707,0.000607948,0.000416507,0.000142608,0.000460241,0.000226536,0.000508658,0.0000382,0.000289824,0.000357507,0.000472395,0.000268029,0.000119546,0.000250549,0.000324621,0.000314657,0.0000887,0.000340517,0.000123596,-0.0000726,-0.000200891,-0.000220677,-0.001216049,-0.00032525,-0.0000336,-0.0000164,0.0000655,-0.0000421,-0.000153413,0.000132478,0.0000495,-0.0000227,-0.0000927,0.000000839,-0.000114978,-0.0000236,-0.00012691,-0.000164586,-0.0000719,-0.00000624,0.000262572,0.0000191,0.000165161,0.0000202,-0.000147425,-0.0000659,0.0000322,-0.000022,-0.000241344,-0.000017,0.0000276,-0.0000838,-0.000384093,-0.0000377,0.000452591,-0.000303703,-0.00000277,0.0000793,-0.000299634,0.000214264,-0.00000644,-0.0000466,0.0000802,-0.000179672,-0.000162581,-0.000100183,0.0000657,-0.000305098,0.0000673,-0.00000831,0.000106128,-0.0000533,-0.0000914,-0.00012929,0.0000177,-0.000106506,-0.000064,-0.0000484,-0.000130999,0.00000833,-0.000038,0.0000112,0.000274958,0.0000384,-0.0000902,-0.0000388,-0.000117913,-0.000183133,0.00000017,-0.0000273,-0.00000457,-0.0000336,0.0000697,-0.0000509,0.0000391,-0.000133481,0.0000565,-0.0000293,0.000176077,-0.0000253,-0.00000771,0.0000337,-0.000018,0.000875813,-0.000182988,0.000423621,0.000444131,0.000921538,0.001032481,0.001005903,0.002681383,0.00112653,-0.000759848,0.000540636,0.00106763,0.001087956,0.000923177,0.00066456,0.00113368,0.000433645,0.000725047,0.000708182,0.001140104,0.000976574,0.000543288,0.000482015,0.000345309,0.001923471,0.00104952,0.000629227,0.000516713,0.000872641,0.000922587,0.000549131,0.000686722,0.001229425,0.000947778,0.000849016,-0.00000497,0.00125767,0.00075924,0.000632138,0.000970718,0.001640907
CYOU,0.000224884,0.000368336,0.000215159,0.00026728,0.000483581,0.000456075,0.000214062,0.0000796,0.000312368,0.000306146,0.000302135,0.000400279,0.000483692,0.000251722,0.000296916,0.000309257,0.000249542,0.000479165,0.0000925,0.000332619,0.000121476,0.000171494,0.000176093,-0.0000282,0.000189457,0.000268298,0.000191724,0.000241938,0.00046801,0.0000453,0.000210482,0.00004,0.000107314,0.003217487,0.000643665,0.000234267,0.000530649,-0.0000149,-0.0000776,0.000202823,0.000330904,-0.000160573,0.0000663,0.000125032,0.000126308,0.000201755,0.000207895,-0.000133717,-0.000141711,0.000170384,-0.00000822,-0.0000419,-0.000103637,0.000468405,0.000242713,0.0000467,-0.000133886,0.000426486,-0.000119073,-0.000271157,0.000188046,0.0000399,-0.000137759,-0.000100332,-0.000122046,0.000626914,0.0000699,0.0000878,0.000799971,0.0000414,0.000146332,-0.0000788,-0.000129462,0.0000601,0.00017019,0.000169097,-0.00022975,-0.000220015,0.0000286,0.0000658,-0.000212917,-0.000139423,-0.000221893,-0.000181967,-0.000242288,-0.000104891,-0.0000863,-0.000159105,-0.000112134,-0.000265114,0.00000288,-0.000257024,-0.00012095,-0.0000868,-0.00026908,-0.00011898,-0.000193446,-0.000314165,-0.000505955,-0.00000859,-0.000244426,-0.000111075,-0.000194703,-0.000053,-0.000117671,0.000104718,-0.000337246,-0.000130322,-0.000205839,0.000195369,-0.000214563,-0.000203107,-0.000160613,0.0000519,0.000855319,-0.000100738,0.000345962,0.000567531,0.000975037,0.001183554,0.000969977,0.00112653,0.004288066,-0.001493229,0.000924028,0.000525462,0.000739829,0.001439123,0.000591713,-0.000494046,0.000356667,0.000697458,0.000744834,0.000977589,0.000888393,0.000568831,0.000852162,0.000806358,0.000761905,0.000987048,0.000824787,0.000669185,0.000917692,0.001000255,0.000405006,0.000806689,0.00122445,0.001018238,0.000948525,-0.000131136,0.001401377,0.000473792,0.000684764,0.001117583,0.000994717
CPC,-0.000423356,-0.000756493,0.000650395,-0.0000676,-0.000160062,0.000363929,-0.000169014,-0.000370222,-0.000482949,-0.000756988,0.000141977,-0.000240033,0.0000329,0.000548892,-0.000348376,-0.000648102,0.00040314,-0.000150194,0.000262383,-0.000366093,-0.000595694,0.000269733,-0.000206632,-0.0000413,-0.000260499,-0.000769313,-0.000528871,-0.000838291,-0.0000899,-0.000441491,0.000370578,0.000492049,0.001038407,0.000243428,0.00617298,0.0001426,-0.006285765,0.000822899,-0.001091499,-0.000543762,0.000054,0.001033306,-0.000508875,0.000130336,-0.000366815,0.00032255,0.000111895,-0.001013489,-0.000158112,-0.0000716,0.000308792,0.000559697,0.000660013,0.00034293,0.001536348,-0.000618103,-0.000714461,-0.00038144,-0.000301172,0.000802979,0.0000392,-0.000368207,0.000294574,0.000398546,0.000661602,-0.000442944,0.000209134,0.000788191,-0.000149478,0.000802401,0.00200551,0.000371967,0.001683057,-0.000914717,-0.004278907,0.00014828,0.001257952,0.000110423,0.001170371,-0.001266183,-0.000217619,-0.000101536,-0.000880148,-0.000455583,0.000105894,-0.000604055,0.00029032,0.000219328,-0.002030471,-0.000394658,-0.0000179,-0.000676294,-0.000589652,0.001148842,-0.000799468,-0.000767619,0.000300719,0.0000984,0.00000483,-0.001476555,0.000162518,-0.000243981,-0.0000171,0.000581938,-0.000175756,0.000127585,-0.0000364,0.000165117,0.000893797,-0.000342186,0.000875303,0.000335839,0.000377383,0.000301474,-0.000854484,0.000475668,-0.000123424,-0.001218724,-0.002081376,0.000597467,-0.002271424,-0.000759848,-0.001493229,0.083945077,-0.0000456,-0.002071093,-0.000427108,0.000628688,-0.001320307,0.000559073,-0.000543139,-0.00076841,-0.000887988,-0.001243731,0.000193352,-0.000750656,0.00037046,-0.000903702,-0.001140084,0.0000208,-0.001709354,-0.0000315,0.000972347,-0.000338857,0.001375176,-0.00097957,0.003390435,-0.000754846,-0.003133692,0.000390208,-0.000345127,-0.002025346,-0.000199671,-0.000671069,0.00480082
STV,0.000106201,0.000334392,0.000598767,0.000204298,0.00067449,0.0003299,0.000336135,0.000104775,0.00021045,0.000371947,0.000256492,0.00025945,0.000496874,0.0000226,0.00019389,0.000364709,0.000178503,0.000446798,0.0000279,0.000239312,0.00030415,0.000213913,0.000365118,0.000106776,0.000177275,0.00028075,0.000184043,0.000236016,0.000207281,-0.0000187,-0.0000264,0.000207428,-0.000119573,-0.000245659,-0.0000304,-0.000000642,-0.000824054,-0.000164521,-0.0000584,0.000134951,-0.000100715,-0.000165693,-0.0000178,-0.000477751,0.000082,0.0000937,-0.000239627,0.000185986,-0.000148405,-0.0000795,-0.000434001,-0.000361783,-0.000178595,-0.000121925,-0.000170286,-0.000341208,-0.000075,-0.000273139,-0.0000691,-0.000183067,0.000120992,0.000191307,-0.000155166,-0.000178036,-0.000370178,0.0005177,0.000052,-0.000118928,-0.000272262,0.0000425,-0.000126208,0.0000181,-0.000103968,0.0002916,-0.0000193,-0.000293489,-0.00052041,0.000193724,-0.000465308,-0.000141028,0.000273149,-0.0000124,0.000124098,0.000232889,0.000131813,0.000284333,0.000309417,0.000162442,-0.0000789,0.000354651,0.0000216,0.000206567,0.000317125,0.000187946,0.000214031,0.000160737,0.0000971,0.000165793,0.0000482,0.000477378,0.00008,0.000192325,0.000221007,0.000168309,0.000071,0.0000122,-0.0000073,0.000257916,0.000211375,0.000530556,0.000129569,0.000148233,0.0000877,0.000122418,0.000889867,0.000899377,0.000239923,0.000233807,0.001669621,0.000955492,0.000370693,0.000540636,0.000924028,-0.0000456,0.005957601,0.000833817,0.000733358,0.001423545,0.000586119,0.002119225,0.000324947,0.000771067,0.000793623,0.000711493,0.001849586,0.000274971,0.000331458,-0.0000837,0.000516425,0.000740128,0.000555319,0.000595413,0.000870935,0.000406881,0.000476407,0.000836062,0.001504491,0.000686786,0.001130575,0.000454856,0.001074125,0.002626782,0.00050571,0.000906465,0.001849798
DL,0.000503708,0.000312269,0.000562263,0.00070793,0.000572553,0.000501357,0.000433766,0.000121112,0.000612249,0.000467518,0.000385196,0.000717149,0.000627798,0.00047774,0.000285617,0.000564473,0.000284354,0.000527813,0.0000847,0.000308231,0.000454452,0.00044121,0.000399649,0.000318474,0.000307227,0.000555166,0.000362225,0.000111736,0.000480532,0.000196904,0.000139035,0.000175273,-0.0000426,-0.002130455,0.000337112,-0.0000661,-0.0000588,-0.000306669,-0.000333513,-0.0000965,-0.0000436,0.000297425,-0.0000553,-0.000276259,0.000121232,0.0000244,0.000149742,0.000119397,-0.0000247,0.000101535,0.0000148,-0.000076,-0.0000576,-0.001663749,-0.0000777,0.0000212,0.000213867,0.000286088,0.000119553,0.000162379,0.0000698,0.000138952,0.0000764,-0.000150812,0.000145858,-0.0000871,-0.000490484,-0.0000777,0.000683266,-0.000158458,0.00024665,0.000166109,0.000321515,0.000142088,0.0000265,0.00000738,0.000116321,0.000217874,-0.000323691,0.00000517,0.00000782,0.000193826,-0.000143818,-0.000110602,-0.000209706,-0.000113174,-0.000101091,-0.00021386,-0.000137181,-0.000147759,-0.000486247,-0.000146292,0.0000467,0.000188988,-0.000159899,-0.000137281,-0.000131135,-0.0000136,-0.000132202,0.000212656,-0.00028468,-0.000109461,0.0000992,0.0000289,-0.000237005,-0.00000132,-0.0000496,-0.000106604,-0.000242578,0.000146217,-0.000127935,-0.0000508,-0.00010184,-0.0000171,0.000963179,0.000182108,0.000428846,0.001194938,0.001263988,0.000905934,0.001124617,0.00106763,0.000525462,-0.002071093,0.000833817,0.006054889,0.001180751,0.001608989,0.000892103,-0.000116694,0.000306998,0.000902704,0.00070193,0.001236169,0.00141248,0.000338287,0.000507068,0.001056062,0.001237045,0.002016055,0.000696843,0.000567521,0.00169849,0.001012958,0.000964226,0.000659265,0.000671646,0.000900485,0.000624361,0.000308208,0.001768624,0.001221291,0.000930693,0.000904568,0.001647788
CEA,0.000178764,0.000287885,0.000649752,0.000327963,0.000192818,0.000203843,0.000370346,0.000248807,0.000441129,-0.0000529,0.000104933,0.000388148,0.000425941,0.000232055,0.000343339,0.000346325,0.000305581,0.000312399,0.000208165,0.000191262,0.000380863,0.000410163,0.000340647,0.000289112,0.000305769,0.000252569,0.000342804,0.000109737,0.000403652,0.000255812,0.0000588,0.0000713,0.000199556,0.0000963,0.000369323,0.000190707,-0.000611264,0.000161508,0.000127115,-0.000252653,0.000311947,0.0000529,0.0000179,0.0000269,0.000202422,0.0000577,0.000178431,-0.0000151,0.000139475,0.0000742,0.0000615,0.000253669,0.0000457,0.000941957,0.0000507,0.0000779,-0.0000174,0.000284217,0.000126497,0.0000773,-0.0000569,0.000294914,0.000208215,-0.0000576,0.0000721,0.000674613,-0.00012474,-0.0000608,-0.000621608,-0.000119396,0.000401697,0.0000832,0.000101359,-0.00000143,0.00025998,0.000171185,0.0000871,-0.000207772,0.000132216,-0.0000771,-0.0000814,0.000102491,-0.0000816,-0.0001183,-0.000100007,-0.0000863,-0.00024329,0.0000482,-0.0000635,-0.000143759,-0.000271193,-0.000185509,-0.0000587,0.0000568,0.000174749,-0.0000871,-0.0000529,0.000234142,0.0000718,-0.0000868,-0.000095,-0.0001,0.0000892,0.0000154,-0.000104479,0.0000111,-0.000230415,0.000148945,-0.00016388,0.000132145,-0.0000738,-0.00000933,0.0000143,0.000187519,0.001033392,-0.000914147,0.000305712,0.000323848,0.00090626,0.001347627,0.000835118,0.001087956,0.000739829,-0.000427108,0.000733358,0.001180751,0.004154432,0.001756686,0.001683081,-0.000328577,0.000749301,0.000661272,0.00097303,0.003895649,0.000829761,0.00091178,0.000895176,0.000915004,0.001151865,0.001076344,0.001215204,0.001236147,0.0000491,0.000976315,0.000800893,0.000967601,-0.0000703,0.001835957,-0.00047234,0.000226443,0.000164933,0.000986833,0.000306019,0.001919941,-0.000213524
JRJC,0.000366613,0.000693542,0.000525141,0.000763329,0.000778953,0.000567281,0.000595085,0.000207943,0.000471283,0.000145343,0.000289945,0.000650342,0.000653529,0.000749872,0.000531458,0.000697978,0.000412059,0.000604299,0.0002071,0.000290644,0.000589178,0.000686436,0.00044426,0.000402692,0.000264339,0.000732062,0.000523776,0.0000898,0.000386676,0.0000939,0.0000377,-0.000104166,0.0000501,-0.000481694,-0.000209502,0.000216016,0.000282655,-0.0000879,-0.000292611,-0.000617474,0.000033,-0.0000839,0.00019546,-0.000225753,0.0000939,0.000290349,0.000210348,0.000622421,-0.000182249,0.000163618,0.0000138,-0.000363259,-0.000474444,0.000275697,-0.000233746,0.000121429,0.000402648,-0.0000451,0.0000953,-0.0000625,0.000346633,-0.000369414,-0.000106453,-0.0004143,0.000122958,-0.000397422,0.0000746,-0.000254887,0.000187846,0.000106084,0.000014,-0.000178643,-0.0000768,0.00048896,-0.000137565,0.000160666,-0.000616025,0.000245029,-0.000114601,0.000147338,-0.000229544,0.00000339,-0.000605142,-0.000043,-0.000239936,-0.000265632,-0.000370062,-0.00016236,-0.000173831,-0.000548218,-0.000795284,-0.000779013,-0.000125929,0.000179317,-0.000402069,-0.000384196,-0.0000326,-0.000234334,-0.000289366,0.0000665,-0.000313398,-0.000123519,-0.00014885,-0.000225783,-0.0000593,-0.000296279,-0.000628887,-0.000538758,-0.000482588,0.000210862,0.0000342,-0.000253251,-0.000434773,-0.000569655,0.000946114,-0.000089,0.00072219,0.000253385,0.001457343,0.001312174,0.00104217,0.000923177,0.001439123,0.000628688,0.001423545,0.001608989,0.001756686,0.014374171,0.001333084,-0.001967469,0.000425991,0.000984714,0.001147743,0.001898722,0.002916651,0.00084506,0.000757503,0.00161917,0.001075805,0.001809606,0.000937697,0.001011578,0.001457914,0.000943543,0.000707448,0.000988188,0.0024351,0.002043122,0.001306528,0.001450376,0.002325536,0.00215032,0.001041927,0.001648243,0.002629187
LFC,0.000283734,0.000333176,0.000537073,0.000303428,0.000442854,0.000459044,0.000504916,0.000208961,0.000528789,0.000310286,0.000330458,0.000501205,0.00057808,0.000297051,0.000360962,0.000699372,0.000208496,0.000486879,0.0000506,0.00034979,0.000470577,0.000304889,0.000303266,0.000219837,0.000259999,0.000436346,0.000366077,0.000203498,0.000306148,0.000100198,0.0000864,0.000185841,0.000105327,-0.000319078,0.00026805,0.000202494,0.0000696,0.0000588,0.000464172,-0.000537465,0.000132752,1.09E-08,-0.000166622,-0.0000875,-0.000176166,0.000205564,0.000163937,-0.000162157,0.000126903,0.000115547,-0.000193184,0.0000574,-0.0000461,0.000239674,0.000038,0.0000847,-0.000185895,0.0000685,0.0000834,0.000104264,-0.000100321,0.0000606,0.000155795,-0.0000747,0.0000278,-0.000465528,-0.0000513,-0.000103748,0.00034494,-0.000336017,0.000181684,0.000109454,-0.0000666,0.00000648,0.000345086,0.0000559,-0.0000228,-0.000278137,0.0000749,0.0000749,-0.0000965,0.0000498,-0.0000694,-0.000130533,-0.0000636,0.00000905,0.00000169,0.000161945,0.0000438,-0.000118903,-0.000292906,-0.000317845,0.0000767,0.0000579,-0.000099,-0.0000859,-0.0000855,0.0000726,0.0000205,-0.0000358,-0.0000153,-0.0000342,-0.00000784,0.0000647,0.0000773,0.0000674,-0.0000452,-0.0000455,-0.000134533,0.00012313,0.0000279,-0.0000596,-0.000192017,0.000105126,0.000722222,-0.000126449,0.000357421,0.000260393,0.000966615,0.001207842,0.000449633,0.00066456,0.000591713,-0.001320307,0.000586119,0.000892103,0.001683081,0.001333084,0.004296756,-0.000861212,0.000459147,0.000867293,0.001081304,0.001835962,0.000905515,0.000786334,0.000739766,0.000177346,0.00064409,0.000787553,0.000878122,0.001010994,0.000411636,0.000534471,0.000325109,0.001056355,0.000429366,0.00115253,0.000561126,0.000660657,0.000725159,0.001075831,0.000557905,0.001561712,0.000213626
CMM,-0.000107003,-0.000480352,0.000575033,-0.000280189,0.0000287,0.000117644,0.0000825,-0.000271832,-0.00061053,0.000561015,0.0000262,-0.00035185,-0.000259077,-0.000775388,0.000232875,-0.0000372,-0.0000189,0.000054,0.0000183,0.000600573,-0.000347559,-0.000590727,0.000297556,-0.000300578,-0.0000259,-0.000402671,0.00025151,0.0000835,-0.000474914,-0.000374209,-0.00065508,-0.000799751,-0.001196176,-0.003348452,-0.001482841,-0.000483763,-0.00092734,0.000165283,-0.000239758,-0.000273876,-0.000476899,-0.001020401,-0.000446837,-0.000491568,-0.000270979,-0.000402662,-0.00070995,-0.000408312,-0.000592268,-0.000801605,-0.000260393,-0.000189564,-0.0000339,-0.000726162,-0.000271749,-0.000507311,-0.000303295,-0.000998377,-0.000628848,-0.000744887,-0.000323367,-0.000502686,-0.000679941,-0.000212255,-0.001090026,-0.0000781,-0.000717295,-0.00056211,0.000479896,-0.000502104,-0.00000806,-0.000149948,-0.0000515,-0.00023338,-0.00010058,-0.000857349,-0.000524694,-0.000212955,-0.001378842,-0.000785413,0.000263017,0.0000753,0.000243903,0.0000889,0.00000826,0.000357016,0.000211526,-0.000185651,-0.000160253,0.000231789,0.000240018,0.00033862,0.000165537,0.000450104,-0.000155673,0.000412486,0.000279745,-0.000495995,-0.000348932,0.000150335,0.000218506,0.000140775,-0.0000287,-0.0000217,0.0000212,0.000153198,0.0000893,0.000267987,0.000393447,-0.000180023,0.000142138,0.000225258,0.000154977,0.000514081,-0.000228467,0.003394643,-0.000183895,0.000506035,0.000400213,-0.000047,-0.000547629,0.00113368,-0.000494046,0.000559073,0.002119225,-0.000116694,-0.000328577,-0.001967469,-0.000861212,0.02341177,0.000275046,0.000157724,0.000296094,-0.000150967,0.000492059,0.00047038,0.000301487,-0.000823924,0.001614227,0.000256325,0.000541077,-0.000862567,-0.000715967,0.000295478,0.000456627,0.000129472,0.000157626,-0.000149099,0.002591935,-0.001088835,-0.000713434,-0.000681624,-0.000642258,-0.000352809,-0.000949253
